conversation_id,topic,question,gold_answer,literal_answer,pragmatic_answer,retrieved_answer,literal_f1,literal_precision,literal_recall,pragmatic_f1,pragmatic_precision,pragmatic_recall,retrieved_f1,retrieved_precision,retrieved_recall,literal_context_length,pragmatic_context_length,retrieved_context_length,num_retrieved_passages
161,Game of Thrones,What is the premise of game of thrones? Is it based on real countries/places?,"Game of thrones is set on the fake continent of Westeros, home of the seven feuding kingdoms. The premise of the show is that it is an american fantasy drama about civil wars and external invasions that threaten westeros and the seven kingdoms, and how they are all fighting to reclaim the iron throne.",,both civil war and an external invasion threaten Westeros,"It is based on the novel series
   

     A Song of Ice and Fire",0.0,0.0,0.0,0.5,0.45,0.55,0.0,0.0,0.0,0,273,168371,5
162,Game of Thrones,What is the basis of the Game of Thrones seris?,"It's based on the novel series, A song of Fire and Ice, By George R R Martin.",novel series A Song of Ice and Fire,novel series A Song of Ice and Fire,medieval Britain,0.8,0.7200000000000001,0.8800000000000001,0.8,0.7200000000000001,0.8800000000000001,0.0,0.0,0.0,158,256,128701,5
163,Game of Thrones,What genre does the Game of Thrones fall under?,Game of Thrones is an American fantasy Drama. It's a TV show.,fantasy,fantasy,fantasy,0.4,0.36000000000000004,0.44000000000000006,0.4,0.36000000000000004,0.44000000000000006,0.4,0.36000000000000004,0.44000000000000006,97,97,140165,5
164,Game of Thrones,What is Game of Thrones armor made of?,"The armor is sometimes made of bronze, but other materials may be found in the Iron Islands, which is a regions of Westeros.",Bronze,Iron Islands,Valyrian steel,0.4996249062265567,0.449662415603901,0.5495873968492124,0.4996249062265567,0.449662415603901,0.5495873968492124,0.0,0.0,0.0,6,69,29950,5
165,Game of Thrones,How many books have been published in the Game of Thrones series so far?,There are 5 books in the series and 3 prequel novellas set in the same world.,,five,five,0.0,0.0,0.0,0.5,0.45,0.55,0.5,0.45,0.55,0,457,111791,5
166,Game of Thrones,who is the star in this series?,"In my opintion, Jon Snow , Eddard's bastard son by an unknown mother.  But there are many that could be considered main characters.",Jon Snow,Jon Snow,"Dickon Tarly
    





         Tom Hopper
        



         Freddie Stroma",0.4,0.36000000000000004,0.44000000000000006,0.4,0.36000000000000004,0.44000000000000006,0.0,0.0,0.0,53,53,63347,5
167,Game of Thrones,who was the writer of Game of throne?,"George R.R. Martin is the writer and also serves as producer, creative consultant and scriptwriter on the television series.",George R.R. Martin,"producer, creative consultant and scriptwriter",George Raymond Richard Martin,0.4,0.36000000000000004,0.44000000000000006,0.7499999999999999,0.6749999999999999,0.825,0.4,0.36000000000000004,0.44000000000000006,18,83,46366,5
168,Game of Thrones,who is the star in this show?,"Robert I Baratheon, he was first seen in Season 1, Episode 1.",Robert I Baratheon,Season 1,Nathalie Joanne Emmanuel,0.6666666666666666,0.6,0.7333333333333334,0.6666666666666666,0.6,0.7333333333333334,0.0,0.0,0.0,18,18,43199,5
169,Game of Thrones,What is the basic story of Game of Thrones?,"That's a tough one but it's set in a world called Westros (a continent), there are 7 feuding kingdoms, there are Dragons, blood, nudity, and many antics ensue. It's engaging though.",the continent of Westeros,The dragons died out,Fire and Blood,0.24999978124997269,0.22499980312497542,0.27499975937496995,0.0,0.0,0.0,0.22222204938267764,0.19999984444440988,0.24444425432094544,198,141,135974,5
170,Game of Thrones,who is the best character in game of thrones?,"I have to say, one who isn't human, the dragons. I love their fire breathing power.",dragons,f CGI creatures,"Lord of the Seven Kingdoms
      

       (claimant)
      

       Protector of the Realm",0.4996249062265567,0.449662415603901,0.5495873968492124,0.4996249062265567,0.449662415603901,0.5495873968492124,0.0,0.0,0.0,38,15,79621,5
171,Game of Thrones,What is the Game of Thrones?,"It's a TV show, on HBO based on the novel series by George R R Martin.",an American fantasy drama television series,A Song of Ice and Fire,an American fantasy drama television series,0.333,0.2997,0.36630000000000007,0.4,0.36000000000000004,0.44000000000000006,0.333,0.2997,0.36630000000000007,96,88,157269,5
172,Game of Thrones,What is the most recent season of Game of Thrones?,"The final episode was called The Iron Throne. It aired May 19, 2019, on HBO.","May 19, 2019","May 12, 2019",Season 7,0.4996249062265567,0.449662415603901,0.5495873968492124,0.0,0.0,0.0,0.0,0.0,0.0,38,30,93153,5
173,Game of Thrones,who was House of Targaryen in Game of Thrones?,House Targaryen was a Great House of Westeros that conquered and unified the realm. House Targaryen was deposed during Robert's Rebellion.,Great House of Westeros,Robert's Rebellion,"Sovereign
      
       Valyrian Freehold",0.4996249062265567,0.449662415603901,0.5495873968492124,0.4999996249999062,0.4499996624999156,0.5499995874998969,0.0,0.0,0.0,23,95,122576,5
174,Game of Thrones,Who creat the game of thrones universe? ,"Game of Thrones was produced by the HBO cable network. It is based on the novel series A Song of Ice and Fire , written by George R.R. Martin , who serves as a producer, creative consultant and scriptwriter on the television series.",HBO,George R.R. Martin,Bran Stark,0.2857632639067455,0.25718693751607097,0.3143395902974201,0.4,0.36000000000000004,0.44000000000000006,0.0,0.0,0.0,33,171,92984,5
175,Game of Thrones,Where was the Game of Thrones shot?,The pilot episode was filmed in Northern Ireland and Morocco. This episode was filmed in October and November of 2009.,Northern Ireland and Morocco,October and November 2009,"Malta
   ,
   Iceland
   ,
   Croatia
   ,
   Morocco
   ,
   Spain
   , and the
   USA",0.8,0.7200000000000001,0.8800000000000001,0.5,0.45,0.55,0.2222222222222222,0.19999999999999998,0.24444444444444446,60,25,134431,5
176,Game of Thrones,who is the protagonist of the show? ,"Super tough one, many different episodes focus on different protagonists and characters, however as the action opens on Season One we can't look away from Lord Eddard stark, played by the excellent sean Bean.",Sean Bean,Tyrion Lannister,"Julian Glover
      






    Pycelle",0.4996249062265567,0.449662415603901,0.5495873968492124,0.0,0.0,0.0,0.0,0.0,0.0,30,18,94737,5
177,Game of Thrones,when was the firs series released?,"It feels crazy that it's this long ago, but the first season aired on HBO on 17 April-19 June 2011, garnering critical acclaim and steadily rising ratings. Afterwards, HBO confirmed after the transmission of the first episode that a second season had been commissioned.",17 April-19 June 2011,HBO,2022,0.4,0.36000000000000004,0.44000000000000006,0.33333333333333337,0.30000000000000004,0.36666666666666675,0.0,0.0,0.0,110,101,32250,5
178,Game of Thrones,What is Game of thrones its real or not?,It is based on the novel series A Song of Ice and Fire,A Song of Ice and Fire,George R.R. Martin,fantasy,0.6666666666666666,0.6,0.7333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,54,29,133468,5
